episode,speaker,line
Pressure,SpongeBob,come on squidward you're missing all the dry come on squidward
Pressure,"SpongeBob, Patrick and Mr. Krabs",squidward squidward squidward squidward
Pressure,Squidward,well i'll do it but i won't like it what
Pressure,SpongeBob,well here we are
Pressure,Squidward,this is pretty easy
Pressure,Patrick,i may keep a second rock up here
Pressure,Mr. Krabs,once you get your land legs it's not so bad
Pressure,SpongeBob,we're the masters of land and sea
Pressure,SpongeBob,hey a local hi we're from underwater do you know sandy cheeks
Pressure,Sandy,3 2 1 well tan my fur they made it better congratulate them spongebob patrick hmm where'd those critters get to holy guacamole you can't eat my friends you rats with wings hiyah
Pressure,SpongeBob,uh thanks for saving us sandy
Pressure,Sandy,you know everyone's best at something
Pressure,SpongeBob,but no one's best at everything sorry i made you take off your helmet sandy
Pressure,Sandy,sorry i made you go up on dry land spongebob
Pressure,Mr. Krabs,three cheers for feeling sorry for ourselves hip hip
Pressure,All,hooray
Pressure,Mr. Krabs,hip hip
Pressure,All,hooray
Pressure,Mr. Krabs,hip hip
Pressure,Seagulls,hooray
The Smoking Peanut,Narrator,ah bikini bottom zoo is having its annual free day free balloons
The Smoking Peanut,Narrator,free drinks
The Smoking Peanut,Narrator,free light bulbs
The Smoking Peanut,Mr. Krabs,aha top of the mornin' boys next stop gift shop
The Smoking Peanut,SpongeBob,there it is oyster stadium not only do they have the largest oyster held in captivity it also does tricks
The Smoking Peanut,SpongeBob,he spits a giant pearl 100 feet in the air like a cannonball
The Smoking Peanut,Patrick,what are we hanging around watching a cheap imitation let's get over there
The Smoking Peanut,SpongeBob and Patrick,this is the greatest day of our lives
The Smoking Peanut,Patrick,this is the greatest day of our lives boring
The Smoking Peanut,SpongeBob,you're right patrick we came to see pearls 100 feet in the air right i'll try my oyster call
The Smoking Peanut,Patrick,well i'm outta here thanks for nothin' spongebob
The Smoking Peanut,SpongeBob,come on come on wake up already i think it's working
The Smoking Peanut,SpongeBob,hey patrick it's waking up
The Smoking Peanut,Patrick,oh boy did i miss it
The Smoking Peanut,SpongeBob,no the show's about to begin
The Smoking Peanut,Zoo Worker #1,what's wrong with clamu
The Smoking Peanut,Joe,easy girl it's me joe remember
The Smoking Peanut,Patrick,now this is a show
The Smoking Peanut,Announcer,attention zoo patrons clamu the giant oyster is on an emotional rampage please scream and run around in circles thanks for coming
The Smoking Peanut,Zoo Worker #1,you boys better get out of this area pronto there's nothing more dangerous than an emotionally disturbed oyster
The Smoking Peanut,Zoo Worker #1,you didn't do anything that might have caused this horrible tragedy did you
The Smoking Peanut,SpongeBob,uh
The Smoking Peanut,Patrick,no way only a jerk would upset a gentle giant right spongebob
The Smoking Peanut,SpongeBob,right
The Smoking Peanut,Patrick,man if i see the guy who upset clamu i've got a few choice words for him like you and are and a jerk
The Smoking Peanut,Patrick,are you sure you didn't see anything suspicious
The Smoking Peanut,SpongeBob,i already said i didn't patrick sheesh
The Smoking Peanut,Patrick,hey let's investigate this crime and catch the lowlife who's responsible
The Smoking Peanut,SpongeBob,give it a rest patrick there's no crime to investigate now go home stupid patrick i didn't do anything wrong ah what am i getting so worked up about i'm sure that by tomorrow this whole ugly mess will be a funny memory
The Smoking Peanut,Johnny,our top story tonight giant oyster has its feelings hurt the only clue that could be found was this lone peanut and as you can hear the oyster continues to emit its horrible cry a cry so powerful it can be heard around the world a cry that not only breaks the sound barrier it breaks the hearts of our citizens
The Smoking Peanut,Johnny,what kind of cruel careless evil person would deliberately upset one of neptune's most gentle creatures
The Smoking Peanut,Gary,meow
The Smoking Peanut,SpongeBob,no gary how would i know anything about the oyster
The Smoking Peanut,Gary,meow
The Smoking Peanut,SpongeBob,defensive i'm not being defensive barnacles what is this 20 questions or something this is getting a little out of hand all i did was throw a peanut i didn't mean to make the oyster cry i just wanted to see it perform spectacular stunts aw everyone's gonna hate me i i need some advice now let's see now who could never hate me no matter what i do squidward squidward oh squidward
The Smoking Peanut,Squidward,spongebob do you have to knock so loudly
The Smoking Peanut,SpongeBob,sorry neighbor
The Smoking Peanut,Squidward,oh that overgrown clam is giving me a headache i can't even take my afternoon beauty nap
The Smoking Peanut,SpongeBob,funny thing you should mention that old oyster because i uh was kind of wondering um let's say i know this guy who may have something to do with the oyster
The Smoking Peanut,Squidward,you know the guy who did it
The Smoking Peanut,SpongeBob,
The Smoking Peanut,Squidward,oh this is great you and i can go turn him in and then i'll get so much sleep i'll be gorgeous
The Smoking Peanut,SpongeBob,um actually i-i'm just talking hypothetically
The Smoking Peanut,Squidward,you mean you don't know who did it
The Smoking Peanut,SpongeBob,well um i uh no squidward
The Smoking Peanut,Patrick,gotcha
The Smoking Peanut,Patrick,where were you on the day of today don't play games with me mister
The Smoking Peanut,SpongeBob,hey patrick what are you doing
The Smoking Peanut,Patrick,oh hi spongebob i'm just continuing my investigation of the great clamu caper
The Smoking Peanut,SpongeBob,um have you found out anything
The Smoking Peanut,Patrick,yes no wait uh no but this grain of sand looks pretty suspicious and so does this rock and i've got a few questions for this little piece of grass don't worry spongebob patrick's on the case the truth will be revealed
The Smoking Peanut,SpongeBob,i better go see sandy she'll know what to do
The Smoking Peanut,Sandy,oh i can't stand it anymore that poor poor critter what kind of inconsiderate person would upset such a gentle creature
The Smoking Peanut,SpongeBob,uh that's kind of what i wanted to talk about sandy
The Smoking Peanut,Sandy,why when i find out who caused that oyster so much pain no more jiggery-pokery
The Smoking Peanut,Sandy,now what was it you wanted to talk about spongebob
The Smoking Peanut,Sandy,hey spongebob how come you're all twitchy like that
The Smoking Peanut,SpongeBob,twitchy twitchy who's twitchy i'm not twitchy sorry sandy i have to um um go get my hair cut
The Smoking Peanut,Sandy,spongebob doesn't have hair or does he
The Smoking Peanut,Patrick,hey spongebob
The Smoking Peanut,Patrick,this is it all of the clues are coming together i followed these footprints right to this exact spot and then right where you're standing i found this bag of peanuts ha oh i'm so close to solving this crime i can almost taste it boy crime fighting sure makes me hungry and this yellow popsicle hits the spot
The Smoking Peanut,SpongeBob,okay good luck with all that patrick and um i guess i'll see you later
The Smoking Peanut,Police Fish #2,open up this is the police
The Smoking Peanut,SpongeBob,uh uh just a second
The Smoking Peanut,Policefish #2,are you spongebob squarepants
The Smoking Peanut,SpongeBob,y-y-yes
The Smoking Peanut,Policefish #1,put those eyeballs back in your head son we've got a few questions for you
The Smoking Peanut,Policefish #1,were you at the zoo on the day of the oyster incident
The Smoking Peanut,SpongeBob,y-yes
The Smoking Peanut,Policefish #1,did you or did you not take part in various activities of zoo-time merriment
The Smoking Peanut,SpongeBob,yes
The Smoking Peanut,Policefish #1,and are you familiar with this peanut
The Smoking Peanut,SpongeBob,yes
The Smoking Peanut,Policefish #1,just one more question is it true that you at the oyster's lair with a mr patrick star
The Smoking Peanut,SpongeBob,yes yes it's true it's all true the merriment the peanut the patrick
The Smoking Peanut,Policefish #1,that's all we need to know son let's book him
The Smoking Peanut,Patrick,wow you guys are good i'm the last person i would have suspected but i was looking for me all the time it's the perfect crime
The Smoking Peanut,Policefish #1,yeah yeah tell it to the judge pinky
The Smoking Peanut,SpongeBob,oh no patrick's too sensitive for the big house
The Smoking Peanut,SpongeBob,wait stop i'm the one you want i am the criminal
The Smoking Peanut,Sandals,hey everybody let's throw peanuts at him and see how he likes it
The Smoking Peanut,Patrick,i get what i deserve ouch
The Smoking Peanut,SpongeBob,wait hold your peanuts patrick star is innocent i have come here to reveal the truth they say that truth and honesty will be rewarded with trust and forgiveness
The Smoking Peanut,Patrick,dum dum dum dum de dum
The Smoking Peanut,SpongeBob,i'm here to lay my cards on the table to trim the branches of deception from the tree of life to shave away the unkempt sideburns from the face of truth i
The Smoking Peanut,Sandals,ay just get on with it
The Smoking Peanut,SpongeBob,i am the one who threw the peanut i know now that what i have done is wrong so i say i am sorry giant performing oyster i am sorry patrick i am sorry citizens of bikini bottom
The Smoking Peanut,Sandals,hey let's throw peanuts at both of them
The Smoking Peanut,Zoo Worker #1,wait here's the real criminal
The Smoking Peanut,Mr. Krabs,uh top of the mornin'
The Smoking Peanut,SpongeBob,mr krabs
The Smoking Peanut,Patrick,i knew it
The Smoking Peanut,Zoo Worker #1,mr krabs has stolen a very important item from the oyster behold wait a minute behold the oyster's pearl here you go girl
The Smoking Peanut,Baby Oyster,mama mama
The Smoking Peanut,SpongeBob,mother of pearl that oyster's a mother and that pearl's no pearl it's an egg
The Smoking Peanut,Baby Oyster,mama
The Smoking Peanut,Clamu,aww
The Smoking Peanut,All,awww
The Smoking Peanut,Mr. Krabs,but it's free day
Shanghaied,Narrator,and now it's time for spongebob's you wish spectacular special
Shanghaied,Pirates,hooray
Shanghaied,Narrator,and now the host of you wish he's got puffy and better loons then captain kidd and fuzzier facial hair then black beard he's america's favorite pirate patchy of encino
Shanghaied,Patchy,ahoy fellow fanatics welcome to me quarters why don't come on back on the galley i'm cooking up a little treat for you today it's call-in-and-vote time you get to choose how our cartoon ends today via the phone or the internet if your technologically inclined now this cartoon is different from most cartoons in that-
Shanghaied,Potty,bawk in what way
Shanghaied,Patchy,well if it isn't my less-than-amusing sidekick potty the parrot potty say hello to the nice people
Shanghaied,Potty,help i'm being held here against my will-- help
Shanghaied,Patchy,arrrrrrrrrrrrrrrrrrrrrgh oh potty come back potty potty were'd you go potty you in here buddy
Shanghaied,Potty,ha ha ha ha ha ha ha
Shanghaied,Patchy,get me out of here you scurvy bird now what was i saying now this cartoon ain't like most of your land-lobbing cartoons this cartoon has not one not two but three different endings so when i tell you to call the number their that's scrolling at the bottom of the screen no not now don't call 'till i tell you to roll the cartoon now remember to vote at the end because- your not gonna make this easy are ya quiet vast their be laze that ringing stop its driving me mad
Shanghaied,SpongeBob,mmm kelp-o with one of eight essential prizes inside holy shrimp squidward the sky had a baby from my cereal box squidward squidward the sky had a baby
Shanghaied,Squidward,that's not a baby that's a giant anchor now go away
Shanghaied,Patrick,hey spongebob the sky had a baby
Shanghaied,SpongeBob,i know what do you think we should name it
Shanghaied,Patrick,how about
Shanghaied,Squidward,why don't you two go climb its anchor rope i'm sure it goes somewhere far away now look what you've done
Shanghaied,SpongeBob,we didn't do it squidward our hands are clean
Shanghaied,Patrick,clean
Shanghaied,Squidward,well i'm gonna get to the bottom of this thing
Shanghaied,SpongeBob,wouldn't that be the top
Shanghaied,SpongeBob,squid wait wait
Shanghaied,Patrick,squidward
Shanghaied,Narrator,a few inches later
Shanghaied,SpongeBob,ship
Shanghaied,Patrick,spongebob how long are you gonna stay in your little fantasy world
Shanghaied,SpongeBob,no look a giant ship
Shanghaied,Squidward,great let's go now i can finally give this anchor-dropper a piece of my mind
Shanghaied,SpongeBob,i don't know squidward that ship has a spooky green glow around it
Shanghaied,Squidward,that's probably because its good-for-nothing owner is too lazy to clean or drop its anchors in the right place
Shanghaied,SpongeBob,squid wait
Shanghaied,Squidward,all right who owns this crate come on out i wanna file a complaint
Shanghaied,SpongeBob,doesn't this place seem familiar
Shanghaied,Patrick,i don't know why
Shanghaied,SpongeBob,i don't know doesn't it just kind of ring a bell
Shanghaied,Patrick,yes
Shanghaied,SpongeBob,i know who owns this boat but i just can't place the name
Shanghaied,Flying Dutchman,rawr
Shanghaied,SpongeBob,no no it's not rawr
Shanghaied,Flying Dutchman,i am the flying dutchman
Shanghaied,SpongeBob,that's it squidward this ship belongs to the red baron
Shanghaied,Flying Dutchman,who be disturbin' the flying dutchman in his own lair
Shanghaied,SpongeBob,it's squidward he wants to complain to you
Shanghaied,Squidward,i no i don't
Shanghaied,SpongeBob,well what about all that stuff about him having a dirty ship and being lazy and all
Shanghaied,Squidward,i never said that
Shanghaied,Flying Dutchman,insultin' a man's ship be worse than insultin' his mother
Shanghaied,SpongeBob,no no wait it was his mother you said was dirty not his ship
Shanghaied,Squidward,ow
Shanghaied,Flying Dutchman,you're next
Shanghaied,SpongeBob and Patrick,that was a close one
Shanghaied,Flying Dutchman,welcome back
Shanghaied,SpongeBob,that was a closer one
Shanghaied,Flying Dutchman,welcome back
Shanghaied,Squidward,hey how come when they act up all they get is the welcome wagon if you ask me it's
Shanghaied,Flying Dutchman,so are you gonna try that again
Shanghaied,Patrick,probably
Shanghaied,Flying Dutchman,how 'bout now
Shanghaied,Patrick,uhh
Shanghaied,Squidward,no no they're not whew
Shanghaied,Flying Dutchman,now listen whosoever sets foot on the flying dutchman's ship uninvited or otherwise shall become members of his ghostly crew forever and uhh ever
Shanghaied,Squidward,will we be getting business cards
Shanghaied,Flying Dutchman,silence you're part of my crew now and our job is to sail around and frighten people it'll be grueling mind- numbing and repetitive just like daytime television
Shanghaied,Squidward,now you listen here mister if you think i'm gonna spend more than five minutes on this dumpster then you're crazy i mean look at this place it's disgusting whoever told you that having oil lamps next to hardwood paneling was a good idea oh oh now what i suppose you're gonna show me oh gee that's very nice what is this some kind of magic act
Shanghaied,Flying Dutchman,would anyone else like to enter the fly of despair
Shanghaied,SpongeBob,no we know our place now mister dutchman
Shanghaied,Patrick,we'll do anything you say
Shanghaied,Flying Dutchman,then for starters you can swab the deck
Shanghaied,SpongeBob,look patrick a real live ghost mop
Shanghaied,Patrick,and i got this hat
Shanghaied,Flying Dutchman,listen we're heading down to bikini bottom tonight for a little haunting spree so i want this ship to look good and scary
Shanghaied,SpongeBob,you mean you want it to look good and scary well i think we can probably
Shanghaied,Patrick,no no i think he means he wants it to look so good that it's scary
Shanghaied,SpongeBob,or maybe that by looking so scary you forget that it doesn't look good
Shanghaied,Patrick,i don't get it
Shanghaied,SpongeBob,look it's easy it simply means that
Shanghaied,Flying Dutchman,never mind what it means i just want it to look scary that's it you know mold growing on the ceilings and bugs in the sink
Shanghaied,SpongeBob,so you don't want it to look good
Shanghaied,Flying Dutchman,get moving
Shanghaied,SpongeBob and Patrick,a sailor's life is a wonderful life a wonderful life for sure
Shanghaied,Flying Dutchman,what a night be this crew howl with me so that we might set the seven seas ablaze with fear
Shanghaied,SpongeBob,
Shanghaied,Patrick,leedle-leedle-leedle-lee
Shanghaied,Flying Dutchman,
Shanghaied,SpongeBob,
Shanghaied,Patrick,leedle-leedle-leedle-lee leedle-eedle-eedle- eedle-eedle leedle-eedle-eedle-eedle-eedle leedle-eedle-eedle-eedle-eedle
Shanghaied,Flying Dutchman,eh that'll do okay square one since pink one's working the navigation it's up to you to find our first victim here use this spyglass now hurry up we're burnin' moonlight
Shanghaied,SpongeBob,let's see who we can find captain there's a guy we can scare
Shanghaied,Billy,i had four biscuits and i ate one then i only had three
Shanghaied,Flying Dutchman,ahh it does me heart good to see children out after dark pink one take us behind those rocks
Shanghaied,Patrick,moving behind the rocks
Shanghaied,SpongeBob,keep going you're good you're good you're good and stop don't worry captain we'll buff out those scratches
Shanghaied,Flying Dutchman,all right never mind it just jump out when i give the signal
Shanghaied,Flying Dutchman,boo prepare to be burdened with the haunting memory of my ghostly ghost pirates
Shanghaied,SpongeBob,was that the signal okay sorry sorry just just do it again
Shanghaied,Flying Dutchman,with the haunting memory of my ghostly ghost pirates
Shanghaied,Patrick,how does he do that
Shanghaied,Flying Dutchman,get back on the ship
Shanghaied,SpongeBob and Patrick,it's still a mystery
Shanghaied,Billy,those guys are dorks
Shanghaied,Flying Dutchman,yes but they're my dorks
Shanghaied,SpongeBob,you're good you're good you're good you're good you're good you're good you're good you're good you're good why do you think the dutchman asked us to wait in our bunk room
Shanghaied,Patrick,maybe he's gonna give us a reward
Shanghaied,SpongeBob,like movie passes
Shanghaied,Patrick,or an oversized coffee mug
Shanghaied,Flying Dutchman,i've been thinking stop bouncing this whole crew for eternity thing isn't working out it's not really you so much as it is me
Shanghaied,SpongeBob,you're setting us free
Shanghaied,Flying Dutchman,well actually i'm just gonna eat you see you at dinner
Shanghaied,Patrick,wait i have an idea
Shanghaied,SpongeBob,really what is it
Shanghaied,Patrick,let's leave
Shanghaied,SpongeBob,but the door is locked and the only way out is through the perfume department
Shanghaied,Patrick,let's do it
Shanghaied,SpongeBob,i always hate going in there
Shanghaied,Patrick,yeah
Shanghaied,SpongeBob,wait listen
Shanghaied,Flying Dutchman,dear diary i told them i'm going to eat them tomorrow i made up some of that brown sauce my cousin showed me just for the occasion ahh it's a good thing i found my dining sock again remember the last time i lost me dining sock i couldn't eat for a whole week yes sir sometimes i wonder how i'd survive if anything should ever happen give me back my sock everyone knows i can't eat without it
Shanghaied,SpongeBob,never
Shanghaied,Flying Dutchman,ok then give it to me
Shanghaied,SpongeBob,no
Shanghaied,Flying Dutchman,wait you're stretching out the elastic
Shanghaied,Patrick,it would seem we have reached an impasse
Shanghaied,Flying Dutchman,pink one is right tell you what you give me back the sock and i'll give you three wishes
Shanghaied,Patrick,make it five
Shanghaied,Flying Dutchman,four
Shanghaied,Patrick,three take it or leave it
Shanghaied,Flying Dutchman,ok uhh three you get three wishes
Shanghaied,SpongeBob,wow three wishes pat isn't that great
Shanghaied,Patrick,wishes i wish we had known that earlier
Shanghaied,Flying Dutchman,okay you got two wishes left
Shanghaied,SpongeBob,well we still have two more how exciting i wish squidward were here to see this
Shanghaied,Squidward,boy i'm glad all that's over
Shanghaied,SpongeBob and Patrick,squidward you're back
Shanghaied,SpongeBob,guess what the dutchman gave us three wishes patrick used the first one and i guess i just used the second one
Shanghaied,Squidward,well then the last one you owe me because you got me back into this mess
Shanghaied,Patrick,wait i think it belongs to me because i didn't really get a real wish so why should you get a wish
Shanghaied,SpongeBob,well that's not right because
Shanghaied,Flying Dutchman,that's enough using my mystic other-worldly powers i shall decide who gets the last wish eeny meeny miny mo catch a sailor by the toe if he hollers let him go my mother told me to pick the very best one and
Shanghaied,Voting Guy,all hands all hands its time to vote its voting time
Shanghaied,Patchy,well that's our cartoon so far now its time for you to decide how it ends who will get the last wish will it be sassy squidward porky patrick or good 'ol spongebob my trusty crew is eagerly awaiting your call so hoist your anchor of that couch and make with the voting this is your big chance and we'll be right back to announce the winner ahoy children i'm back i hope all you boys and girls got your votes in because its time for you to walk the plank oh sorry kids what i meant to say because it's time to announce the winner but first let's look at the endings you didn't choose according to our high tech counter ology you didn't choose patrick but let's see what patrick would've wished for if you picked him ok roll the tape roll the tape roll the tape roll the tape roll the- oh gaw
Shanghaied,Flying Dutchman,you are it
Shanghaied,SpongeBob,that's you patrick make your wish
Shanghaied,Patrick,uhh
Shanghaied,Squidward,wait patrick listen i do not particularly feel like being trapped here for all eternity eternity is a very long time understand
Shanghaied,SpongeBob,patrick you've got to think harder than you've ever thought before
Shanghaied,Patrick,uhh
Shanghaied,SpongeBob,that's not gonna do it think harder
Shanghaied,Patrick,uhh
Shanghaied,Squidward and SpongeBob,come on come on patrick yeah put on your thinking cap
Shanghaied,Patrick,uhh okay i've got it
Shanghaied,Flying Dutchman,thou wish is granted
Shanghaied,Patrick,oh i'm sorry want some gum
Shanghaied,Squidward,you wished for gum
Shanghaied,Patrick,well if we're gonna be here forever we might as well have fresh breath
Shanghaied,SpongeBob,come on mister let us out don't be so mean don't be so fatty
Shanghaied,Patrick,aaaah let us out
Shanghaied,Flying Dutchman,ahh minty
Shanghaied,Patchy,heh heh heh that patrick shivers me timbers right down to my peg leg ha ha ha you were right not to pick that one kids seemed like a lot of nonsense to me molarchy oh well let's take a look at the other loser heh heh heh it appears you didn't vote for squidward i don't blame you i wouldn't have either but let's see what would happen if the old dutchman's eeny-minie-mo finger landed on squidward
Shanghaied,Flying Dutchman,you are it
Shanghaied,SpongeBob,squidward you get a wish a great big wish
Shanghaied,Squidward,that's right and you know what i wish
Shanghaied,Patrick,no
Shanghaied,Squidward,i wish that i had never met you two barnacle-heads before in my entire life
Shanghaied,Flying Dutchman,so be it
Shanghaied,SpongeBob,hi there i don't believe we've met my name is spongebob and this is my associate patrick
Shanghaied,Patrick,hi
Shanghaied,Squidward,that's not what i meant
Shanghaied,Flying Dutchman,well now that introductions are out of the way it's time for dinner
Shanghaied,SpongeBob,and what did you say your name was
Shanghaied,Squidward,i'm squidward i'm your neighbor
Shanghaied,SpongeBob,oh nice to meet you squid-ward we'll have plenty of time to get to know each other i guess
Shanghaied,Patchy,and now the moment you've all been waiting for so get ready to blow milk out of your nose because its time to announce the winner the envelope please potty thank you my fine feathered assistant well what do you know the winner is spongebob hey potty do you smell something oh potty that fuse in your head i told you we're not doing that stunt
Shanghaied,Potty,brawk i didn't get the memo brawk
Shanghaied,Patchy,and now the most requested ending hooray
Shanghaied,Flying Dutchman,you are it
Shanghaied,Squidward,now think spongebob we're about to get eaten what can you wish for to make it so we don't get eaten
Shanghaied,SpongeBob,don't worry squidward i've got it all figured out he won't be able to eat us because i wish the dutchman was a vegetarian
Shanghaied,"SpongeBob, Patrick, and Squidward",hooray
Shanghaied,SpongeBob,we're home
Shanghaied,Patrick,you did it spongebob we're saved
Shanghaied,Squidward,but why have we been turned into fruits
Shanghaied,Flying Dutchman,hey i get a wish too fruit prevents scurvy hey get back here with that flying dutchman chases them around the ship which is now a hippie-themed volkswagen with a main mast
Shanghaied,Patchy,hold on sorry about that kids its just that old patchy can't help but get all choked up at the end of a show but the good news is when you watch this cartoon land-lobbing style like you usually do it'll have the ending you picked so now your an official big time cartoon decision maker just don't let it go to your head well say good night to the folks potty potty
Shanghaied,Potty,sqwuak i quit i quit
Shanghaied,Patchy,ohhh oh that's it folks right now i got a little employee management to take care of oh potty potty get in your nice cage potty i'm not kidding
Shanghaied,Narrator,and so we conclude spongebob's you wish spectacular special thanks for voting
Shanghaied,Patchy,ow
Shanghaied,Narrator,and now it's time for patchy's pick hosted by spongebob's number one fan patchy the pirate
Shanghaied,Patchy,ahoy fellow fanatics welcome to patchy's pick why don't come on back on the galley i got a little treat for you today we're gonna see me favorite show shanghaied ta-da
Shanghaied,Potty,boring
Shanghaied,Patchy,well if it isn't my less-than-amusing sidekick potty the parrot potty say hello to the nice people
Shanghaied,Potty,bawk i'm being held here against my will-- help
Shanghaied,Patchy,arrrrrrrrrrrrrrrrrrrrrgh oh potty come back potty potty were'd you go potty you in here buddy
Shanghaied,Potty,ha ha ha ha ha ha ha
Shanghaied,Patchy,get me out of here you scurvy bird well roll the cartoon
Shanghaied,SpongeBob,mmm kelp-o with one of eight essential prizes inside holy shrimp squidward the sky had a baby from my cereal box squidward squidward the sky had a baby
Shanghaied,Squidward,that's not a baby that's a giant anchor now go away
Shanghaied,Patrick,hey spongebob the sky had a baby
Shanghaied,SpongeBob,i know what do you think we should name it
Shanghaied,Patrick,how about
Shanghaied,Squidward,why don't you two go climb its anchor rope i'm sure it goes somewhere far away now look what you've done
Shanghaied,SpongeBob,we didn't do it squidward our hands are clean
Shanghaied,Patrick,clean
Shanghaied,Squidward,well i'm gonna get to the bottom of this thing
Shanghaied,SpongeBob,wouldn't that be the top
Shanghaied,SpongeBob,squid wait wait
Shanghaied,Patrick,squidward
Shanghaied,Narrator,a few inches later
Shanghaied,SpongeBob,ship
Shanghaied,Patrick,spongebob how long are you gonna stay in your little fantasy world
Shanghaied,SpongeBob,no look a giant ship
Shanghaied,Squidward,great let's go now i can finally give this anchor-dropper a piece of my mind
Shanghaied,SpongeBob,i don't know squidward that ship has a spooky green glow around it
Shanghaied,Squidward,that's probably because its good-for-nothing owner is too lazy to clean or drop its anchors in the right place
Shanghaied,SpongeBob,squid wait
Shanghaied,Squidward,all right who owns this crate come on out i wanna file a complaint
Shanghaied,SpongeBob,doesn't this place seem familiar
Shanghaied,Patrick,i don't know why
Shanghaied,SpongeBob,i don't know doesn't it just kind of ring a bell
Shanghaied,Patrick,yes
Shanghaied,SpongeBob,i know who owns this boat but i just can't place the name
Shanghaied,Flying Dutchman,rawr
Shanghaied,SpongeBob,no no it's not rawr
Shanghaied,Flying Dutchman,i am the flying dutchman
Shanghaied,SpongeBob,that's it squidward this ship belongs to the red baron
Shanghaied,Flying Dutchman,who be disturbin' the flying dutchman in his own lair
Shanghaied,SpongeBob,it's squidward he wants to complain to you
Shanghaied,Squidward,i no i don't
Shanghaied,SpongeBob,well what about all that stuff about him having a dirty ship and being lazy and all
Shanghaied,Squidward,i never said that
Shanghaied,Flying Dutchman,insultin' a man's ship be worse than insultin' his mother
Shanghaied,SpongeBob,no no wait it was his mother you said was dirty not his ship
Shanghaied,Squidward,ow
Shanghaied,Flying Dutchman,you're next
Shanghaied,SpongeBob and Patrick,that was a close one
Shanghaied,Flying Dutchman,welcome back
Shanghaied,SpongeBob,that was a closer one
Shanghaied,Flying Dutchman,welcome back
Shanghaied,Squidward,hey how come when they act up all they get is the welcome wagon if you ask me it's
Shanghaied,Flying Dutchman,so are you gonna try that again
Shanghaied,Patrick,probably
Shanghaied,Flying Dutchman,how 'bout now
Shanghaied,Patrick,uhh
Shanghaied,Squidward,no no they're not whew
Shanghaied,Flying Dutchman,now listen whosoever sets foot on the flying dutchman's ship uninvited or otherwise shall become members of his ghostly crew forever and uhh ever
Shanghaied,Squidward,will we be getting business cards
Shanghaied,Flying Dutchman,silence you're part of my crew now and our job is to sail around and frighten people it'll be grueling mind- numbing and repetitive just like daytime television
Shanghaied,Squidward,now you listen here mister if you think i'm gonna spend more than five minutes on this dumpster then you're crazy i mean look at this place it's disgusting whoever told you that having oil lamps next to hardwood paneling was a good idea oh oh now what i suppose you're gonna show me oh gee that's very nice what is this some kind of magic act
Shanghaied,Flying Dutchman,would anyone else like to enter the fly of despair
Shanghaied,SpongeBob,no we know our place now mister dutchman
Shanghaied,Patrick,we'll do anything you say
Shanghaied,Flying Dutchman,then for starters you can swab the deck
Shanghaied,SpongeBob,look patrick a real live ghost mop
Shanghaied,Patrick,and i got this hat
Shanghaied,Flying Dutchman,listen we're heading down to bikini bottom tonight for a little haunting spree so i want this ship to look good and scary
Shanghaied,SpongeBob,you mean you want it to look good and scary well i think we can probably
Shanghaied,Patrick,no no i think he means he wants it to look so good that it's scary
Shanghaied,SpongeBob,or maybe that by looking so scary you forget that it doesn't look good
Shanghaied,Patrick,i don't get it
Shanghaied,SpongeBob,look it's easy it simply means that
Shanghaied,Flying Dutchman,never mind what it means i just want it to look scary that's it you know mold growing on the ceilings and bugs in the sink
Shanghaied,SpongeBob,so you don't want it to look good
Shanghaied,Flying Dutchman,get moving
Shanghaied,SpongeBob and Patrick,a sailor's life is a wonderful life a wonderful life for sure
Shanghaied,Flying Dutchman,what a night be this crew howl with me so that we might set the seven seas ablaze with fear
Shanghaied,SpongeBob,
Shanghaied,Patrick,leedle-leedle-leedle-lee
Shanghaied,Flying Dutchman,
Shanghaied,SpongeBob,
Shanghaied,Patrick,leedle-leedle-leedle-lee leedle-eedle-eedle- eedle-eedle leedle-eedle-eedle-eedle-eedle leedle-eedle-eedle-eedle-eedle
Shanghaied,Flying Dutchman,eh that'll do okay square one since pink one's working the navigation it's up to you to find our first victim here use this spyglass now hurry up we're burnin' moonlight
Shanghaied,SpongeBob,let's see who we can find captain there's a guy we can scare
Shanghaied,Billy,i had four biscuits and i ate one then i only had three
Shanghaied,Flying Dutchman,ahh it does me heart good to see children out after dark pink one take us behind those rocks
Shanghaied,Patrick,moving behind the rocks
Shanghaied,SpongeBob,keep going you're good you're good you're good and stop don't worry captain we'll buff out those scratches
Shanghaied,Flying Dutchman,all right never mind it just jump out when i give the signal
Shanghaied,Flying Dutchman,boo prepare to be burdened with the haunting memory of my ghostly ghost pirates
Shanghaied,SpongeBob,was that the signal okay sorry sorry just just do it again
Shanghaied,Flying Dutchman,with the haunting memory of my ghostly ghost pirates
Shanghaied,Patrick,how does he do that
Shanghaied,Flying Dutchman,get back on the ship
Shanghaied,SpongeBob and Patrick,it's still a mystery
Shanghaied,Billy,those guys are dorks
Shanghaied,Flying Dutchman,yes but they're my dorks
Shanghaied,SpongeBob,you're good you're good you're good you're good you're good you're good you're good you're good you're good why do you think the dutchman asked us to wait in our bunk room
Shanghaied,Patrick,maybe he's gonna give us a reward
Shanghaied,SpongeBob,like movie passes
Shanghaied,Patrick,or an oversized coffee mug
